0.0, 100.0
object_8 [1.0693359375, 0.018798828125, -0.5751953125, -0.7080078125, 0.1964111328125, 1.0234375, 0.5810546875, -0.78369140625, -0.48291015625, 0.79150390625] 1 0 0
object_15 [-0.2430419921875, 0.5380859375, 0.2349853515625, -0.82763671875, 1.2451171875, -0.398193359375, 0.63134765625, -0.8212890625, -0.9716796875, -0.23291015625] 1 0 0
object_13 [-0.67919921875, -0.44970703125, -0.57421875, -0.76123046875, -0.4892578125, -0.396484375, -0.263671875, -0.62451171875, -0.312744140625, 3.60546875] 1 0 0
object_9 [-0.79443359375, -0.5380859375, -1.0791015625, -1.166015625, -0.96337890625, -0.454833984375, 1.5771484375, -0.97216796875, 0.60986328125, 2.3671875] 1 0 0
object_11 [-0.59033203125, -0.474609375, -0.57763671875, -0.6591796875, -0.65380859375, -0.390869140625, -0.302734375, -0.26171875, -0.50732421875, 3.638671875] 1 0 0
object_5 [0.99853515625, -0.03765869140625, 0.10009765625, -0.37548828125, -0.6533203125, 0.1329345703125, 1.9296875, -0.89013671875, -0.73095703125, -0.0733642578125] 1 0 0
object_3 [-0.6259765625, -0.61572265625, -0.290771484375, -0.68115234375, -0.72265625, -0.396728515625, 0.5126953125, -0.87060546875, -0.62060546875, 3.33203125] 1 0 0
object_19 [0.36328125, 1.009765625, 0.1966552734375, -0.91259765625, 0.74609375, -0.364990234375, 1.0205078125, -1.130859375, -1.029296875, -0.55517578125] 1 0 0
object_6 [-0.8271484375, -0.61572265625, -0.8291015625, -0.943359375, -0.66943359375, -0.439453125, -0.177001953125, -0.7705078125, 0.7197265625, 3.30859375] 1 0 0
object_18 [-0.4755859375, -0.453125, -0.64599609375, -0.65380859375, -0.673828125, -0.286865234375, -0.2432861328125, -0.468994140625, -0.428955078125, 3.662109375] 1 0 0
object_14 [-0.018798828125, 0.63037109375, 0.06365966796875, -0.75341796875, 1.0126953125, -0.31640625, 0.8837890625, -0.74365234375, -0.86669921875, -0.5341796875] 1 0 0
object_16 [-0.328125, 0.1708984375, -0.454345703125, -0.6962890625, -0.06280517578125, -0.13427734375, 1.533203125, -0.58349609375, -0.11065673828125, -0.08795166015625] 1 0 0
object_17 [-0.79833984375, 1.203125, 0.13232421875, -1.087890625, 1.017578125, -0.828125, 0.97265625, -1.0615234375, -0.8388671875, -0.52880859375] 1 0 0
object_4 [-0.67724609375, -0.52685546875, -0.658203125, -0.79052734375, -0.70703125, -0.355224609375, -0.11444091796875, -0.444580078125, -0.220947265625, 3.583984375] 1 0 0
object_2 [-0.60595703125, -0.48095703125, -0.6181640625, -0.72119140625, -0.755859375, -0.30908203125, 0.09954833984375, -0.6162109375, -0.53564453125, 3.6484375] 1 0 0
object_1 [-0.765625, -0.58349609375, -0.73388671875, -0.89111328125, -0.4365234375, -0.428955078125, 0.393310546875, -0.73681640625, -0.54736328125, 3.603515625] 1 0 0
object_12 [-0.54541015625, -0.434326171875, -0.57275390625, -0.62451171875, -0.7109375, -0.34912109375, -0.2783203125, -0.428466796875, -0.36865234375, 3.615234375] 1 0 0
object_7 [-0.43701171875, -0.5166015625, -0.70361328125, -0.826171875, -0.8681640625, -0.197998046875, 0.03900146484375, -0.5126953125, -0.119384765625, 3.416015625] 1 0 0
object_0 [-0.98876953125, -0.25927734375, -0.1534423828125, -1.3173828125, 2.732421875, -0.822265625, -0.268798828125, -0.88916015625, -0.60791015625, 1.0146484375] 1 0 0
object_10 [1.4677734375, -0.2890625, -0.30810546875, -0.5654296875, 0.919921875, 0.1748046875, 1.3740234375, -0.92138671875, -0.62060546875, -0.437744140625] 1 0 0
object_8 [1.810546875, -0.348876953125, -0.8583984375, -0.50634765625, -0.8076171875, 1.2490234375, 0.416259765625, -0.65087890625, -0.13427734375, 1.7861328125] 1 0 1
object_15 [-0.57177734375, 1.17578125, 0.40234375, -0.80615234375, 0.60302734375, -0.62109375, 0.488037109375, -0.765625, -0.8095703125, -0.418212890625] 1 0 1
object_13 [-0.609375, -0.45361328125, -0.521484375, -0.6796875, -0.5029296875, -0.366455078125, -0.25244140625, -0.54345703125, -0.5439453125, 3.65234375] 1 0 1
object_9 [-0.7705078125, -0.374755859375, -0.95703125, -1.1396484375, -0.67431640625, -0.556640625, 1.5908203125, -0.91796875, 0.49560546875, 1.92578125] 1 0 1
