1,0,1422.7451171875,533.9551391601562,174.6577911376953,363.9354248046875,1,-1,-1,-1
1,1,1.0220074653625488,571.885498046875,190.9882354736328,316.89404296875,1,-1,-1,-1
1,2,981.4867553710938,354.7259826660156,282.7503967285156,543.9093017578125,1,-1,-1,-1
1,3,1006.2532348632812,492.2299499511719,301.41937255859375,436.36767578125,1,-1,-1,-1
1,4,569.5140380859375,337.37017822265625,284.4779052734375,595.9739379882812,1,-1,-1,-1
1,5,255.6611328125,603.2224731445312,144.00608825683594,282.4443359375,1,-1,-1,-1
1,6,728.36865234375,251.15602111816406,387.8021240234375,705.0234375,1,-1,-1,-1
1,7,1663.31640625,568.4705200195312,172.19509887695312,333.3200988769531,1,-1,-1,-1
2,0,1430.44580078125,536.136474609375,175.43959045410156,360.6826171875,1,-1,-1,-1
2,7,1667.8287353515625,572.0238037109375,174.01773071289062,326.8074035644531,1,-1,-1,-1
2,5,216.5325469970703,606.2337646484375,171.4864959716797,279.3326416015625,1,-1,-1,-1
2,1,3.081936836242676,573.8984375,187.45138549804688,314.5943603515625,1,-1,-1,-1
2,4,565.4371948242188,336.9560546875,278.9735107421875,596.615966796875,1,-1,-1,-1
2,2,977.2070922851562,351.9712219238281,325.2827453613281,576.66064453125,1,-1,-1,-1
2,6,725.8323974609375,251.56646728515625,395.25286865234375,705.2979125976562,1,-1,-1,-1
3,5,191.73880004882812,608.1051025390625,184.87722778320312,277.631103515625,1,-1,-1,-1
3,2,975.2750244140625,500.6711120605469,327.82568359375,426.85076904296875,1,-1,-1,-1
3,4,563.0029907226562,336.6436462402344,275.1748962402344,598.5596313476562,1,-1,-1,-1
3,0,1437.5836181640625,541.6377563476562,173.6260528564453,348.51995849609375,1,-1,-1,-1
3,1,8.280129432678223,576.21484375,179.51625061035156,311.6419372558594,1,-1,-1,-1
3,6,726.64990234375,249.77798461914062,391.77203369140625,707.4679565429688,1,-1,-1,-1
3,7,1669.5986328125,575.6248779296875,202.00802612304688,324.2710876464844,1,-1,-1,-1
4,1,13.61716079711914,578.7919921875,169.15721130371094,308.7457275390625,1,-1,-1,-1
4,3,1105.248046875,493.938720703125,214.3370361328125,415.0108947753906,1,-1,-1,-1
4,6,727.9083251953125,250.9769744873047,384.2804870605469,710.6940307617188,1,-1,-1,-1
4,0,1442.1114501953125,552.6196899414062,173.94265747070312,340.97930908203125,1,-1,-1,-1
4,4,560.50830078125,336.8050842285156,273.7374267578125,599.3897705078125,1,-1,-1,-1
4,2,978.8671875,353.53472900390625,333.49066162109375,579.0455932617188,1,-1,-1,-1
4,5,182.72976684570312,608.5009765625,183.04278564453125,279.168701171875,1,-1,-1,-1
4,7,1669.6641845703125,578.2494506835938,221.8533477783203,323.6833190917969,1,-1,-1,-1
5,0,1445.7452392578125,565.7640991210938,172.9510498046875,328.01397705078125,1,-1,-1,-1
5,1,10.43459415435791,584.0011596679688,169.05783081054688,297.52532958984375,1,-1,-1,-1
5,3,1081.3636474609375,501.9600524902344,247.26388549804688,389.92901611328125,1,-1,-1,-1
5,6,715.3099975585938,252.95277404785156,394.17681884765625,707.951171875,1,-1,-1,-1
5,4,564.8732299804688,337.5706787109375,268.94647216796875,599.3905639648438,1,-1,-1,-1
5,5,179.52200317382812,608.1317749023438,172.63616943359375,280.3173828125,1,-1,-1,-1
5,2,974.6788940429688,352.83245849609375,328.00390625,573.1193237304688,1,-1,-1,-1
5,7,1669.6602783203125,582.0769653320312,217.83175659179688,315.7624206542969,1,-1,-1,-1
6,3,1092.913330078125,494.8020324707031,252.64260864257812,406.2039489746094,1,-1,-1,-1
6,1,10.856051445007324,589.02294921875,164.33506774902344,296.1961669921875,1,-1,-1,-1
6,6,719.2604370117188,258.5079345703125,389.5101623535156,700.8081665039062,1,-1,-1,-1
6,0,1450.811279296875,576.2900390625,181.59361267089844,317.3398132324219,1,-1,-1,-1
6,4,574.5223388671875,339.8175354003906,258.0398254394531,595.3477172851562,1,-1,-1,-1
6,5,176.18162536621094,609.3673095703125,165.2620086669922,277.5006103515625,1,-1,-1,-1
6,2,973.932373046875,353.70947265625,325.4594421386719,574.4290771484375,1,-1,-1,-1
6,7,1670.164794921875,586.2070922851562,213.95115661621094,309.52197265625,1,-1,-1,-1
7,3,1093.1668701171875,497.840576171875,264.0836486816406,400.8367004394531,1,-1,-1,-1
7,1,14.263265609741211,586.5337524414062,158.54774475097656,300.77789306640625,1,-1,-1,-1
7,6,713.5590209960938,263.5093078613281,393.3054504394531,693.2669677734375,1,-1,-1,-1
7,0,1458.18359375,581.0029907226562,188.11705017089844,312.26153564453125,1,-1,-1,-1
7,4,574.9971923828125,342.0694580078125,261.86480712890625,594.5200805664062,1,-1,-1,-1
7,5,173.97723388671875,613.1630249023438,158.278076171875,274.68939208984375,1,-1,-1,-1
7,2,966.037109375,354.9856872558594,327.2430725097656,569.7052612304688,1,-1,-1,-1
7,7,1670.4925537109375,592.2133178710938,212.2367401123047,304.4802551269531,1,-1,-1,-1
8,0,1465.597900390625,582.3084716796875,183.7313995361328,309.66961669921875,1,-1,-1,-1
8,4,572.2855224609375,345.7149963378906,267.9400634765625,592.5162353515625,1,-1,-1,-1
8,1,19.5223331451416,588.945556640625,151.381103515625,297.46099853515625,1,-1,-1,-1
8,3,1100.920654296875,496.51409912109375,256.6642150878906,402.9422912597656,1,-1,-1,-1
8,6,711.4110717773438,261.5712890625,388.0905456542969,696.6583862304688,1,-1,-1,-1
8,8,531.844482421875,505.6094970703125,204.93630981445312,401.3955383300781,1,-1,-1,-1
8,5,172.60594177246094,614.0223388671875,156.9138946533203,274.49102783203125,1,-1,-1,-1
8,2,964.6276245117188,355.8841857910156,327.1095886230469,570.6657104492188,1,-1,-1,-1
8,7,1668.9080810546875,597.5302734375,220.01304626464844,297.59869384765625,1,-1,-1,-1
9,0,1470.9180908203125,582.06982421875,178.98080444335938,310.96917724609375,1,-1,-1,-1
9,4,570.4960327148438,348.1770324707031,265.956787109375,591.9137573242188,1,-1,-1,-1
9,3,1135.0172119140625,495.90899658203125,235.7814483642578,409.4767761230469,1,-1,-1,-1
9,6,709.576904296875,256.2670593261719,369.65631103515625,705.3719482421875,1,-1,-1,-1
9,5,172.08755493164062,613.3591918945312,157.22544860839844,276.9703063964844,1,-1,-1,-1
9,8,521.9702758789062,505.3050537109375,199.81292724609375,402.2100524902344,1,-1,-1,-1
9,2,944.1177978515625,361.44976806640625,351.0506896972656,565.0465698242188,1,-1,-1,-1
9,1,21.77098274230957,590.7742309570312,150.02096557617188,293.7933654785156,1,-1,-1,-1
9,7,1668.0849609375,600.8652954101562,214.8505401611328,296.2205810546875,1,-1,-1,-1
10,0,1479.080810546875,581.450927734375,173.25567626953125,311.7336120605469,1,-1,-1,-1
10,4,568.3054809570312,349.91546630859375,261.91192626953125,596.2544555664062,1,-1,-1,-1
10,3,1170.76708984375,495.7342834472656,234.9771728515625,419.1913146972656,1,-1,-1,-1
10,6,706.67822265625,245.62222290039062,364.867431640625,716.2283935546875,1,-1,-1,-1
10,5,171.37648010253906,613.2852172851562,158.92169189453125,276.75921630859375,1,-1,-1,-1
10,2,955.1632080078125,365.837158203125,331.49102783203125,563.1019897460938,1,-1,-1,-1
10,8,509.73077392578125,506.6730651855469,179.804443359375,404.2351379394531,1,-1,-1,-1
10,1,24.35513687133789,591.6671142578125,149.11106872558594,291.5592041015625,1,-1,-1,-1
10,7,1665.217041015625,602.92626953125,215.04257202148438,292.5513610839844,1,-1,-1,-1
11,0,1489.6571044921875,584.0681762695312,164.5322265625,305.54229736328125,1,-1,-1,-1
